,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
1657,Western European,Married,Tenants in Common,Female,Apartment house (5+ units),61.0,1796000.0,1900.0,26.0
1658,Eastern European,Single,Unknown or not provided,Male,Cooperative,46.0,864000.0,1939.2222222222222,23.55586592178771
1659,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1915000.0,1939.2222222222222,23.55586592178771
1660,Jewish,Single,Unknown or not provided,Female,Condominium,72.0,60450.0,1960.0,23.55586592178771
1661,Western European,Single,Unknown or not provided,Female,Condominium,73.0,69055.0,1960.0,23.55586592178771
1662,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,90455.0,1961.0,23.55586592178771
1663,Unknown,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Unknown,Condominium,60.148464163822524,89675.0,1923.0,23.55586592178771
1664,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,593000.0,1939.2222222222222,23.55586592178771
1665,East Asian,Married,Husband and wife,Female,Condominium,64.0,196027.0,1922.0,23.55586592178771
1666,Hispanic,Married,Unknown or not provided,Female,Condominium,63.0,137570.0,1928.0,23.55586592178771
1667,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,251769.0,1939.2222222222222,23.55586592178771
1668,Eastern European,Married,Unknown or not provided,Female,Cooperative,74.0,1468000.0,1939.2222222222222,23.55586592178771
1669,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,729000.0,1939.2222222222222,23.55586592178771
1670,Jewish,Married,Unknown or not provided,Female,Cooperative,69.0,2721000.0,1939.2222222222222,23.55586592178771
1671,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,720000.0,1939.2222222222222,23.55586592178771
1672,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,720000.0,1939.2222222222222,23.55586592178771
1673,East Asian,Married,Unknown or not provided,Female,Condominium,53.0,128893.0,1920.0,23.55586592178771
1674,Western European,Married,Unknown or not provided,Female,Condominium,51.0,257615.0,1920.0,23.55586592178771
1675,Western European,Single,Unknown or not provided,Female,Cooperative,22.0,1998000.0,1939.2222222222222,23.55586592178771
1676,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,47758.0,1960.0,23.55586592178771
1677,Hispanic,Single,Company/Corporation/Incorporated,Female,"Duplex (2 units, any combination)",80.0,4177000.0,1910.0,26.0
1678,Other,Married,Unknown or not provided,Female,Cooperative,60.0,1502000.0,1939.2222222222222,23.55586592178771
1679,East Asian,Unknown,Unknown or not provided,Male,Cooperative,60.148464163822524,1860000.0,1939.2222222222222,23.55586592178771
1680,East Asian,Unknown,Trust,Unknown,Cooperative,60.148464163822524,643000.0,1939.2222222222222,23.55586592178771
1681,East Asian,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,50532.0,1960.0,23.55586592178771
